SignUpId,CreditCard,Age,Gender,RegionCode,DeviceType,NoOfDevicesUsed,HoursPerDay,isPremiumserviceUsed,keyPress,NoShowsWatched,EoFEvents,EmptySearchResults,Wifi/MobileData,WatchSession,RecommendationSuccess,ExtenstionofTrails,GlobalEvent,DetectedMAC,ProfiledAge,WeekOfMonth,MostActiveTimeofDayForDataUsage,VPN,DownloadHistory,NoConnectedDevicesinHome,CostOfDevices,BoughtMembership
cef3dff0-0f6b-11eb-8b8c-186590d21c4d,3,67,1,1003,3,2,15,1,694,9,8,1,2,2,8,3,1,cef3e46e-0f6b-11eb-8b8c-186590d21c4d,2,3,1,0,2,44,1700365,1
cef4e17a-0f6b-11eb-8b8c-186590d21c4d,3,20,2,1005,2,2,15,1,148,5,2,3,2,1,11,0,1,cef4e5d0-0f6b-11eb-8b8c-186590d21c4d,1,3,2,1,1,89,640723,1
cef5e782-0f6b-11eb-8b8c-186590d21c4d,3,93,1,1000,1,4,3,1,187,2,8,2,2,4,1,0,1,cef5ebce-0f6b-11eb-8b8c-186590d21c4d,1,3,2,0,2,42,1654025,1
cef6f316-0f6b-11eb-8b8c-186590d21c4d,2,34,2,1007,5,1,9,1,144,1,4,2,1,3,10,0,0,cef6f884-0f6b-11eb-8b8c-186590d21c4d,1,2,2,0,3,90,211765,0
cef800e4-0f6b-11eb-8b8c-186590d21c4d,1,79,2,1002,5,5,11,0,120,9,8,2,2,3,9,1,1,cef80634-0f6b-11eb-8b8c-186590d21c4d,0,4,1,1,3,69,411923,0
cef91632-0f6b-11eb-8b8c-186590d21c4d,2,21,2,1004,3,4,7,1,692,5,5,4,2,1,11,1,1,cef91be6-0f6b-11eb-8b8c-186590d21c4d,0,3,1,1,2,1,1487504,0
cefa5b14-0f6b-11eb-8b8c-186590d21c4d,3,43,2,1006,2,5,12,1,422,7,8,3,2,1,1,4,0,cefa605a-0f6b-11eb-8b8c-186590d21c4d,1,4,2,1,1,5,25089,0
cefb6810-0f6b-11eb-8b8c-186590d21c4d,1,93,1,1008,5,2,6,0,847,9,8,1,1,2,1,1,1,cefb6d24-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,0,97,1765141,0
cefc810a-0f6b-11eb-8b8c-186590d21c4d,3,58,1,1000,1,5,1,1,226,3,8,3,2,1,4,2,1,cefc8614-0f6b-11eb-8b8c-186590d21c4d,2,3,4,1,1,85,783474,1
cefd9ed2-0f6b-11eb-8b8c-186590d21c4d,2,30,1,1002,5,5,12,0,597,5,5,2,2,2,9,0,0,cefda9d6-0f6b-11eb-8b8c-186590d21c4d,1,2,4,1,0,82,1571835,0
cefee260-0f6b-11eb-8b8c-186590d21c4d,3,36,2,1007,2,3,5,1,560,2,7,3,2,3,1,0,1,cefee76a-0f6b-11eb-8b8c-186590d21c4d,1,3,4,1,4,60,655641,1
cefff308-0f6b-11eb-8b8c-186590d21c4d,3,46,2,1003,3,1,8,1,137,8,8,3,2,4,12,4,1,cefff84e-0f6b-11eb-8b8c-186590d21c4d,2,3,3,1,3,75,1200226,1
cf0125f2-0f6b-11eb-8b8c-186590d21c4d,3,95,1,1007,5,5,11,0,626,8,8,3,2,3,13,1,1,cf012b42-0f6b-11eb-8b8c-186590d21c4d,2,3,4,0,2,45,1141066,1
cf023e7e-0f6b-11eb-8b8c-186590d21c4d,2,30,1,1002,1,5,18,0,993,5,1,4,1,2,6,0,1,cf0243f6-0f6b-11eb-8b8c-186590d21c4d,2,4,2,0,4,52,1225718,0
cf034be8-0f6b-11eb-8b8c-186590d21c4d,1,74,1,1006,1,3,9,0,610,1,8,2,2,1,6,1,0,cf03548a-0f6b-11eb-8b8c-186590d21c4d,0,3,3,0,0,90,1092825,0
cf04ca54-0f6b-11eb-8b8c-186590d21c4d,1,84,1,1007,4,1,6,0,419,1,8,4,2,4,3,4,1,cf04d058-0f6b-11eb-8b8c-186590d21c4d,2,3,3,1,3,29,1405522,1
cf05daca-0f6b-11eb-8b8c-186590d21c4d,2,54,1,1001,4,5,15,1,523,9,8,2,1,4,8,3,0,cf05e006-0f6b-11eb-8b8c-186590d21c4d,0,4,2,1,3,34,1827716,0
cf071d22-0f6b-11eb-8b8c-186590d21c4d,1,83,2,1007,1,3,16,1,349,5,8,4,2,3,9,4,1,cf07227c-0f6b-11eb-8b8c-186590d21c4d,1,3,2,0,1,40,226239,1
cf08309a-0f6b-11eb-8b8c-186590d21c4d,2,97,1,1003,4,2,10,1,974,4,8,4,2,2,9,4,1,cf0835b8-0f6b-11eb-8b8c-186590d21c4d,0,3,3,0,0,86,1989773,0
cf0955a6-0f6b-11eb-8b8c-186590d21c4d,2,32,2,1004,2,1,5,1,990,7,3,3,2,1,2,4,1,cf095b28-0f6b-11eb-8b8c-186590d21c4d,1,3,1,1,0,23,265599,1
cf0a726a-0f6b-11eb-8b8c-186590d21c4d,0,17,1,1003,4,5,17,1,435,7,4,2,2,1,2,1,0,cf0a7788-0f6b-11eb-8b8c-186590d21c4d,1,4,2,1,0,30,365273,0
cf0ba5e0-0f6b-11eb-8b8c-186590d21c4d,3,70,2,1006,3,5,15,1,861,9,8,1,2,3,13,2,0,cf0bab12-0f6b-11eb-8b8c-186590d21c4d,2,2,4,1,1,55,1770051,0
cf0cc204-0f6b-11eb-8b8c-186590d21c4d,3,54,2,1006,4,2,19,1,261,8,8,3,1,4,5,3,0,cf0cc736-0f6b-11eb-8b8c-186590d21c4d,1,2,2,0,0,69,20338,0
cf0dff70-0f6b-11eb-8b8c-186590d21c4d,2,69,1,1008,5,2,3,0,555,9,8,4,2,4,13,3,1,cf0e04fc-0f6b-11eb-8b8c-186590d21c4d,2,1,3,1,2,17,1938018,0
cf0f3408-0f6b-11eb-8b8c-186590d21c4d,3,91,1,1009,5,3,13,1,403,8,8,4,1,1,9,2,0,cf0f3930-0f6b-11eb-8b8c-186590d21c4d,0,4,4,1,4,86,754754,0
cf104eba-0f6b-11eb-8b8c-186590d21c4d,0,19,1,1004,1,5,14,1,726,4,8,4,1,1,14,3,0,cf10545a-0f6b-11eb-8b8c-186590d21c4d,2,2,1,1,1,75,1490263,0
cf116d7c-0f6b-11eb-8b8c-186590d21c4d,3,89,2,1009,2,4,18,0,124,9,8,3,2,4,4,1,1,cf1171fa-0f6b-11eb-8b8c-186590d21c4d,2,3,2,1,2,83,518964,1
cf1275f0-0f6b-11eb-8b8c-186590d21c4d,2,52,1,1000,2,1,19,0,330,6,8,4,2,1,12,3,1,cf127a6e-0f6b-11eb-8b8c-186590d21c4d,1,3,4,0,1,9,1004636,1
cf138544-0f6b-11eb-8b8c-186590d21c4d,3,69,1,1003,2,4,5,1,175,7,8,2,2,2,3,4,1,cf138a30-0f6b-11eb-8b8c-186590d21c4d,2,3,3,1,0,18,322741,1
cf1495f6-0f6b-11eb-8b8c-186590d21c4d,3,30,1,1003,2,3,18,1,558,2,7,3,2,1,11,1,1,cf149a88-0f6b-11eb-8b8c-186590d21c4d,0,3,3,0,1,9,320372,1
cf15b4e0-0f6b-11eb-8b8c-186590d21c4d,1,45,2,1007,5,4,10,1,572,2,8,4,1,2,3,3,1,cf15ba76-0f6b-11eb-8b8c-186590d21c4d,2,4,2,1,3,85,1487512,0
cf16b8cc-0f6b-11eb-8b8c-186590d21c4d,3,73,2,1003,4,2,12,1,767,8,8,2,2,4,4,1,1,cf16bda4-0f6b-11eb-8b8c-186590d21c4d,1,1,2,1,2,62,63687,0
cf17caf0-0f6b-11eb-8b8c-186590d21c4d,3,40,1,1004,4,5,2,0,130,9,6,3,2,3,9,3,0,cf17d022-0f6b-11eb-8b8c-186590d21c4d,1,4,2,1,2,39,309590,0
cf18ced2-0f6b-11eb-8b8c-186590d21c4d,3,74,1,1006,1,2,11,0,360,2,8,2,1,4,12,0,0,cf18d3a0-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,4,49,1921383,0
cf19d1ba-0f6b-11eb-8b8c-186590d21c4d,3,97,2,1008,2,2,10,1,590,5,8,4,2,2,14,2,1,cf19d62e-0f6b-11eb-8b8c-186590d21c4d,2,3,4,1,4,69,478746,1
cf1ade5c-0f6b-11eb-8b8c-186590d21c4d,3,31,1,1001,4,3,8,1,542,8,9,3,2,3,14,0,1,cf1ae38e-0f6b-11eb-8b8c-186590d21c4d,2,3,3,0,4,85,1829625,1
cf1be162-0f6b-11eb-8b8c-186590d21c4d,3,87,1,1005,1,5,5,0,690,2,8,2,2,2,11,3,0,cf1be64e-0f6b-11eb-8b8c-186590d21c4d,0,2,1,1,1,76,929743,0
cf1cf12e-0f6b-11eb-8b8c-186590d21c4d,3,76,1,1005,2,5,12,1,425,6,8,4,2,2,10,3,1,cf1cf57a-0f6b-11eb-8b8c-186590d21c4d,0,3,2,0,2,13,837229,1
cf1dfd9e-0f6b-11eb-8b8c-186590d21c4d,2,97,1,1002,3,4,18,1,310,7,8,2,2,3,3,0,1,cf1e021c-0f6b-11eb-8b8c-186590d21c4d,2,3,1,1,0,81,472423,1
cf1f016c-0f6b-11eb-8b8c-186590d21c4d,0,13,1,1006,5,4,1,1,111,4,8,2,2,4,9,2,1,cf1f05cc-0f6b-11eb-8b8c-186590d21c4d,2,3,3,0,1,70,1906121,1
cf2015de-0f6b-11eb-8b8c-186590d21c4d,3,51,2,1002,2,1,13,0,686,1,8,4,2,4,10,0,1,cf201a52-0f6b-11eb-8b8c-186590d21c4d,1,3,1,1,2,85,1783108,1
cf213144-0f6b-11eb-8b8c-186590d21c4d,2,27,2,1006,2,1,19,1,396,8,9,3,2,1,9,1,1,cf213716-0f6b-11eb-8b8c-186590d21c4d,2,2,3,0,0,28,1964072,0
cf223eea-0f6b-11eb-8b8c-186590d21c4d,2,66,1,1005,4,1,13,1,971,9,8,3,2,3,5,1,0,cf224412-0f6b-11eb-8b8c-186590d21c4d,0,2,4,1,4,35,1096046,0
cf234d80-0f6b-11eb-8b8c-186590d21c4d,3,52,2,1008,4,2,15,0,922,1,8,1,2,3,3,0,1,cf2352a8-0f6b-11eb-8b8c-186590d21c4d,1,3,4,0,4,30,1586326,1
cf245ec8-0f6b-11eb-8b8c-186590d21c4d,2,84,2,1006,2,1,12,1,519,9,8,1,2,4,9,3,1,cf246328-0f6b-11eb-8b8c-186590d21c4d,2,3,2,0,0,76,1480620,1
cf256214-0f6b-11eb-8b8c-186590d21c4d,1,90,2,1005,4,5,8,0,745,6,8,1,2,3,8,3,1,cf256674-0f6b-11eb-8b8c-186590d21c4d,0,3,3,1,0,72,1079261,1
cf266394-0f6b-11eb-8b8c-186590d21c4d,3,23,2,1007,2,3,9,1,114,2,2,3,2,2,5,2,1,cf2667ea-0f6b-11eb-8b8c-186590d21c4d,0,3,2,0,3,43,1893196,1
cf2773b0-0f6b-11eb-8b8c-186590d21c4d,1,75,2,1006,4,3,13,0,284,3,8,3,2,3,7,1,1,cf277824-0f6b-11eb-8b8c-186590d21c4d,2,3,3,1,3,88,1832936,1
cf288f84-0f6b-11eb-8b8c-186590d21c4d,3,45,1,1008,3,2,11,1,510,8,8,1,2,3,4,3,1,cf2893f8-0f6b-11eb-8b8c-186590d21c4d,2,3,1,1,1,32,1065798,1
cf299776-0f6b-11eb-8b8c-186590d21c4d,1,97,2,1001,3,4,6,1,103,9,8,3,2,1,1,1,1,cf299bcc-0f6b-11eb-8b8c-186590d21c4d,2,3,1,0,1,49,1951744,1
cf2aaaf8-0f6b-11eb-8b8c-186590d21c4d,2,39,1,1002,1,3,16,1,715,4,3,4,1,1,13,1,0,cf2ab03e-0f6b-11eb-8b8c-186590d21c4d,0,1,4,0,4,53,1936040,0
cf2bb5f6-0f6b-11eb-8b8c-186590d21c4d,1,63,2,1006,5,3,2,1,670,8,8,3,2,3,12,1,1,cf2bbac4-0f6b-11eb-8b8c-186590d21c4d,1,3,3,0,2,3,1442109,1
cf2cbfc8-0f6b-11eb-8b8c-186590d21c4d,3,86,1,1005,5,2,1,1,741,4,8,4,2,1,1,4,1,cf2cc432-0f6b-11eb-8b8c-186590d21c4d,2,3,3,0,4,33,1919432,1
cf2dd0c0-0f6b-11eb-8b8c-186590d21c4d,1,72,2,1008,4,3,9,1,845,7,8,4,1,1,6,4,1,cf2dd5f2-0f6b-11eb-8b8c-186590d21c4d,2,3,2,1,1,96,1194545,0
cf2ed740-0f6b-11eb-8b8c-186590d21c4d,1,82,1,1004,4,5,1,0,910,9,8,4,2,1,6,4,1,cf2edba0-0f6b-11eb-8b8c-186590d21c4d,1,3,2,0,1,33,1274352,1
cf2fe586-0f6b-11eb-8b8c-186590d21c4d,1,81,2,1002,2,1,15,0,138,5,8,4,2,3,2,2,1,cf2fe9dc-0f6b-11eb-8b8c-186590d21c4d,1,3,3,0,2,3,297239,1
cf30ed14-0f6b-11eb-8b8c-186590d21c4d,1,43,1,1008,3,2,11,0,337,1,8,3,1,1,6,4,1,cf30f20a-0f6b-11eb-8b8c-186590d21c4d,1,4,2,0,2,88,919775,0
cf31ef8e-0f6b-11eb-8b8c-186590d21c4d,2,94,1,1007,1,2,18,0,494,2,8,4,2,2,13,1,1,cf31f3e4-0f6b-11eb-8b8c-186590d21c4d,2,3,4,1,2,23,1018165,1
cf32f14a-0f6b-11eb-8b8c-186590d21c4d,1,59,1,1002,3,3,17,1,523,1,8,2,2,2,3,3,1,cf32f596-0f6b-11eb-8b8c-186590d21c4d,1,3,3,0,1,87,355168,1
cf34286c-0f6b-11eb-8b8c-186590d21c4d,3,37,1,1006,4,1,11,0,560,5,5,2,2,1,6,2,1,cf342d12-0f6b-11eb-8b8c-186590d21c4d,2,3,1,1,2,69,174482,1
cf3537c0-0f6b-11eb-8b8c-186590d21c4d,1,28,1,1004,2,1,3,1,816,5,8,3,1,3,10,1,0,cf353cb6-0f6b-11eb-8b8c-186590d21c4d,0,1,2,0,1,78,281341,0
cf3644f8-0f6b-11eb-8b8c-186590d21c4d,3,68,1,1003,4,5,17,0,652,6,8,1,2,1,10,1,1,cf3649da-0f6b-11eb-8b8c-186590d21c4d,1,3,1,1,2,92,1105575,0
cf3748c6-0f6b-11eb-8b8c-186590d21c4d,3,44,2,1008,3,2,17,1,341,3,8,1,2,1,5,1,1,cf374d1c-0f6b-11eb-8b8c-186590d21c4d,2,3,4,0,0,44,1564857,1
cf384b72-0f6b-11eb-8b8c-186590d21c4d,2,95,1,1008,4,5,16,1,571,6,8,4,2,3,13,1,1,cf384fbe-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,4,17,1149503,1
cf39673c-0f6b-11eb-8b8c-186590d21c4d,2,92,2,1006,2,3,1,1,639,9,8,1,2,3,7,2,0,cf396c6e-0f6b-11eb-8b8c-186590d21c4d,0,4,1,0,2,94,208454,0
cf3a7c9e-0f6b-11eb-8b8c-186590d21c4d,1,42,1,1001,4,1,5,0,292,6,8,4,2,3,8,0,1,cf3a80fe-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,2,61,1085787,1
cf3b8a08-0f6b-11eb-8b8c-186590d21c4d,2,48,1,1009,1,5,2,1,593,2,8,2,2,1,8,2,1,cf3b8e72-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,3,42,1452076,1
cf3c9a7e-0f6b-11eb-8b8c-186590d21c4d,2,97,1,1002,5,2,11,0,234,7,8,4,2,1,2,3,0,cf3c9f92-0f6b-11eb-8b8c-186590d21c4d,1,2,2,1,0,20,767714,0
cf3dd074-0f6b-11eb-8b8c-186590d21c4d,3,48,2,1005,2,4,19,0,267,8,8,3,1,4,8,4,1,cf3dd5e2-0f6b-11eb-8b8c-186590d21c4d,1,4,2,1,3,6,1394795,0
cf3ee52c-0f6b-11eb-8b8c-186590d21c4d,1,34,2,1007,3,2,9,0,967,9,6,3,1,3,13,2,1,cf3eeaa4-0f6b-11eb-8b8c-186590d21c4d,1,2,2,0,1,78,1288536,0
cf3ff412-0f6b-11eb-8b8c-186590d21c4d,1,89,1,1008,4,3,14,0,837,6,8,1,2,3,8,3,1,cf3ff8fe-0f6b-11eb-8b8c-186590d21c4d,0,1,1,0,2,98,181755,0
cf40fdb2-0f6b-11eb-8b8c-186590d21c4d,2,73,2,1009,5,5,3,0,978,7,8,1,2,4,6,0,1,cf41029e-0f6b-11eb-8b8c-186590d21c4d,0,2,4,1,4,2,335044,0
cf420536-0f6b-11eb-8b8c-186590d21c4d,1,55,1,1009,5,5,18,0,164,3,8,1,1,4,4,2,1,cf420a18-0f6b-11eb-8b8c-186590d21c4d,0,2,4,1,2,62,1062282,0
cf4330e6-0f6b-11eb-8b8c-186590d21c4d,2,41,2,1005,4,3,2,0,317,8,8,1,2,3,11,4,1,cf43355a-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,0,18,1429066,1
cf444b70-0f6b-11eb-8b8c-186590d21c4d,2,56,1,1006,3,2,1,0,914,7,8,2,2,3,13,0,1,cf44508e-0f6b-11eb-8b8c-186590d21c4d,0,2,1,1,3,71,1758354,0
cf4557d6-0f6b-11eb-8b8c-186590d21c4d,3,38,2,1003,2,2,9,0,900,9,7,3,2,2,9,1,1,cf455c86-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,1,80,1033708,1
cf46c634-0f6b-11eb-8b8c-186590d21c4d,2,73,2,1003,4,4,18,1,716,8,8,3,2,4,8,4,1,cf46caee-0f6b-11eb-8b8c-186590d21c4d,2,3,2,1,1,62,514111,1
cf47f694-0f6b-11eb-8b8c-186590d21c4d,1,92,2,1002,1,1,6,1,256,4,8,2,2,3,2,3,1,cf47fb26-0f6b-11eb-8b8c-186590d21c4d,2,3,2,1,2,59,425655,1
cf491fc4-0f6b-11eb-8b8c-186590d21c4d,3,82,2,1000,4,3,13,0,595,1,8,4,2,2,7,2,1,cf49244c-0f6b-11eb-8b8c-186590d21c4d,1,3,3,1,4,22,382390,1
cf4a4d9a-0f6b-11eb-8b8c-186590d21c4d,3,77,2,1002,5,3,12,0,435,2,8,1,1,2,1,4,1,cf4a52cc-0f6b-11eb-8b8c-186590d21c4d,2,4,1,1,1,23,1258795,0
cf4bcc42-0f6b-11eb-8b8c-186590d21c4d,3,27,2,1004,5,2,11,1,185,2,2,3,2,1,11,0,1,cf4bd106-0f6b-11eb-8b8c-186590d21c4d,2,3,2,0,0,27,1137138,1
cf4cea6e-0f6b-11eb-8b8c-186590d21c4d,2,42,1,1008,2,3,16,1,704,8,8,4,1,4,3,1,0,cf4cf018-0f6b-11eb-8b8c-186590d21c4d,2,3,1,1,4,81,1155786,0
cf4e32c0-0f6b-11eb-8b8c-186590d21c4d,2,66,2,1009,1,4,7,1,682,2,8,4,1,3,1,2,0,cf4e3810-0f6b-11eb-8b8c-186590d21c4d,0,4,1,0,3,62,1916087,0
cf4f6154-0f6b-11eb-8b8c-186590d21c4d,2,92,2,1006,3,3,4,1,833,5,8,3,2,1,1,4,1,cf4f66e0-0f6b-11eb-8b8c-186590d21c4d,0,4,2,0,1,81,1417029,0
cf50e628-0f6b-11eb-8b8c-186590d21c4d,1,26,1,1000,2,2,7,1,574,8,4,1,2,1,6,1,1,cf50edb2-0f6b-11eb-8b8c-186590d21c4d,1,3,2,1,1,99,160549,0
cf521458-0f6b-11eb-8b8c-186590d21c4d,3,74,2,1006,3,1,15,1,949,9,8,2,1,3,3,4,1,cf5219c6-0f6b-11eb-8b8c-186590d21c4d,2,1,1,1,0,1,1874204,0
cf5379e2-0f6b-11eb-8b8c-186590d21c4d,2,76,1,1008,2,1,11,0,870,7,8,1,2,2,3,1,1,cf537eba-0f6b-11eb-8b8c-186590d21c4d,0,3,1,0,2,41,333097,1
cf5498b8-0f6b-11eb-8b8c-186590d21c4d,3,90,1,1008,1,5,15,0,828,4,8,3,2,1,9,0,1,cf549de0-0f6b-11eb-8b8c-186590d21c4d,2,2,2,1,3,94,1902722,0
cf55f636-0f6b-11eb-8b8c-186590d21c4d,3,44,2,1006,3,3,5,0,694,1,8,2,2,3,7,3,1,cf55fb7c-0f6b-11eb-8b8c-186590d21c4d,0,3,2,1,4,61,882985,1
cf573ca8-0f6b-11eb-8b8c-186590d21c4d,3,36,2,1004,2,3,4,0,854,8,8,3,2,3,6,4,0,cf574252-0f6b-11eb-8b8c-186590d21c4d,2,2,2,0,4,74,1520284,0
cf58bcae-0f6b-11eb-8b8c-186590d21c4d,2,35,1,1006,5,5,6,0,758,8,8,3,2,2,14,2,1,cf58c3ac-0f6b-11eb-8b8c-186590d21c4d,2,3,4,1,1,64,1786518,1
cf59e944-0f6b-11eb-8b8c-186590d21c4d,2,71,1,1007,5,3,3,1,916,4,8,2,2,2,2,1,0,cf59f1e6-0f6b-11eb-8b8c-186590d21c4d,0,3,4,1,4,1,1032171,0
cf5b01bc-0f6b-11eb-8b8c-186590d21c4d,1,47,2,1007,3,5,11,0,102,8,8,3,1,2,7,3,0,cf5b0784-0f6b-11eb-8b8c-186590d21c4d,0,2,4,0,2,19,247136,0
cf5c3032-0f6b-11eb-8b8c-186590d21c4d,1,52,2,1007,2,3,17,1,865,3,8,2,2,4,2,1,1,cf5c3500-0f6b-11eb-8b8c-186590d21c4d,1,3,2,0,0,70,412435,1
cf5d5ae8-0f6b-11eb-8b8c-186590d21c4d,1,79,1,1008,2,3,6,0,670,1,8,2,2,2,7,2,1,cf5d5fb6-0f6b-11eb-8b8c-186590d21c4d,0,3,2,1,4,14,905431,1
cf5e8490-0f6b-11eb-8b8c-186590d21c4d,3,72,1,1001,3,4,7,1,314,3,8,3,1,2,6,4,0,cf5e89ea-0f6b-11eb-8b8c-186590d21c4d,1,4,2,0,1,7,1391444,0
cf5fa6b8-0f6b-11eb-8b8c-186590d21c4d,1,29,2,1009,3,1,9,1,232,1,2,3,2,1,6,2,1,cf5fab86-0f6b-11eb-8b8c-186590d21c4d,0,3,2,0,4,21,31464,1
cf60d04c-0f6b-11eb-8b8c-186590d21c4d,3,65,2,1008,4,1,13,0,541,4,8,2,2,3,4,1,1,cf60d510-0f6b-11eb-8b8c-186590d21c4d,2,3,4,0,0,77,149679,1
cf620494-0f6b-11eb-8b8c-186590d21c4d,1,36,2,1007,3,3,10,1,548,8,3,1,2,1,5,1,1,cf620a20-0f6b-11eb-8b8c-186590d21c4d,1,2,4,0,1,60,467553,0
cf63298c-0f6b-11eb-8b8c-186590d21c4d,1,27,1,1006,5,1,14,1,504,3,6,2,1,2,3,2,1,cf632ea0-0f6b-11eb-8b8c-186590d21c4d,1,3,1,0,1,46,1005731,0
cf644024-0f6b-11eb-8b8c-186590d21c4d,1,56,1,1006,4,2,16,1,981,6,8,2,2,2,5,4,1,cf644498-0f6b-11eb-8b8c-186590d21c4d,1,3,4,1,4,32,401484,1
cf6550c2-0f6b-11eb-8b8c-186590d21c4d,1,51,2,1009,5,5,7,1,660,5,8,3,2,4,11,0,1,cf6555d6-0f6b-11eb-8b8c-186590d21c4d,1,3,1,1,2,50,1139170,0
cf665f08-0f6b-11eb-8b8c-186590d21c4d,3,52,1,1004,5,5,3,1,127,4,8,2,2,2,13,3,0,cf6664d0-0f6b-11eb-8b8c-186590d21c4d,0,1,3,1,0,44,1969978,0
cf677e06-0f6b-11eb-8b8c-186590d21c4d,2,41,2,1001,4,1,9,1,623,3,8,1,2,2,9,2,1,cf678270-0f6b-11eb-8b8c-186590d21c4d,0,3,2,1,0,66,1474818,1
cf689570-0f6b-11eb-8b8c-186590d21c4d,2,78,1,1004,2,4,10,1,699,8,8,1,2,1,4,0,1,cf689aac-0f6b-11eb-8b8c-186590d21c4d,0,4,2,1,3,23,1040374,0
cf6a37c2-0f6b-11eb-8b8c-186590d21c4d,1,65,1,1004,3,3,14,0,786,9,8,1,1,4,13,3,0,cf6a3dbc-0f6b-11eb-8b8c-186590d21c4d,1,1,2,0,2,32,1828990,0
cf6b57b0-0f6b-11eb-8b8c-186590d21c4d,3,31,2,1009,4,4,11,0,860,1,5,3,1,4,2,4,0,cf6b5d00-0f6b-11eb-8b8c-186590d21c4d,2,2,3,0,0,63,1099035,0
cf6c6150-0f6b-11eb-8b8c-186590d21c4d,3,44,2,1002,5,5,14,0,143,9,8,1,1,4,8,1,0,cf6c670e-0f6b-11eb-8b8c-186590d21c4d,0,2,4,0,0,84,865128,0
