SignUpId,CreditCard,Age,Gender,RegionCode,DeviceType,NoOfDevicesUsed,HoursPerDay,isPremiumserviceUsed,keyPress,NoShowsWatched,EoFEvents,EmptySearchResults,Wifi/MobileData,WatchSession,RecommendationSuccess,ExtenstionofTrails,GlobalEvent,DetectedMAC,ProfiledAge,WeekOfMonth,MostActiveTimeofDayForDataUsage,VPN,DownloadHistory,NoConnectedDevicesinHome,CostOfDevices,BoughtMembership
a51b8d0c-0ee1-11eb-b0e9-186590d21c4d,1,58,1,1005,4,4,11,0,613,3,9,2,2,2,14,0,0,a51b9392-0ee1-11eb-b0e9-186590d21c4d,2,3,3,1,2,23,878599,0
a51cbcea-0ee1-11eb-b0e9-186590d21c4d,2,32,2,1001,4,4,13,0,393,6,6,2,1,1,7,1,0,a51cc398-0ee1-11eb-b0e9-186590d21c4d,0,2,3,1,1,92,1035708,0
a51e1d1a-0ee1-11eb-b0e9-186590d21c4d,1,67,2,1001,4,1,13,0,184,7,7,3,1,3,11,1,0,a51e2418-0ee1-11eb-b0e9-186590d21c4d,2,2,4,0,3,12,1209039,0
a51f3092-0ee1-11eb-b0e9-186590d21c4d,3,40,1,1008,4,2,12,0,454,4,1,2,1,1,10,3,0,a51f36fa-0ee1-11eb-b0e9-186590d21c4d,2,2,1,0,2,93,249727,1
a5206ebc-0ee1-11eb-b0e9-186590d21c4d,1,74,2,1007,2,3,16,0,952,9,9,1,2,1,14,1,0,a5207696-0ee1-11eb-b0e9-186590d21c4d,2,1,4,1,0,30,1663770,0
a521997c-0ee1-11eb-b0e9-186590d21c4d,1,16,2,1009,1,2,10,0,748,5,7,2,2,3,2,1,0,a521a0c0-0ee1-11eb-b0e9-186590d21c4d,2,2,1,0,0,53,400575,0
a522ce3c-0ee1-11eb-b0e9-186590d21c4d,2,76,2,1004,5,1,5,1,333,3,8,4,1,3,1,0,0,a522da8a-0ee1-11eb-b0e9-186590d21c4d,2,2,1,1,1,23,736954,0
a52408f6-0ee1-11eb-b0e9-186590d21c4d,3,16,2,1004,1,4,4,0,189,9,2,1,1,4,11,1,0,a5240ff4-0ee1-11eb-b0e9-186590d21c4d,1,1,4,0,1,28,1963644,1
a5252a74-0ee1-11eb-b0e9-186590d21c4d,3,87,2,1007,5,3,18,1,546,2,7,2,1,1,6,2,0,a5253168-0ee1-11eb-b0e9-186590d21c4d,2,1,2,1,2,72,885586,0
a52684f0-0ee1-11eb-b0e9-186590d21c4d,3,98,1,1002,3,3,19,0,680,6,5,1,2,3,4,3,0,a52694ea-0ee1-11eb-b0e9-186590d21c4d,1,1,1,0,2,33,1991138,1
a527a29a-0ee1-11eb-b0e9-186590d21c4d,1,51,1,1005,1,4,8,0,567,4,4,1,2,4,4,0,0,a527a8e4-0ee1-11eb-b0e9-186590d21c4d,0,2,4,1,2,32,649760,1
a529368c-0ee1-11eb-b0e9-186590d21c4d,2,75,1,1004,3,2,19,1,936,4,5,1,1,4,1,0,0,a5293dc6-0ee1-11eb-b0e9-186590d21c4d,2,4,2,0,1,91,1465636,0
a52a5418-0ee1-11eb-b0e9-186590d21c4d,2,22,2,1005,4,5,1,1,679,8,6,4,1,1,10,2,0,a52a5b48-0ee1-11eb-b0e9-186590d21c4d,2,2,3,0,1,43,1384808,0
a52b6a74-0ee1-11eb-b0e9-186590d21c4d,3,19,1,1008,3,4,16,0,253,5,5,2,2,4,11,1,0,a52b753c-0ee1-11eb-b0e9-186590d21c4d,2,2,1,0,4,14,659599,1
a52c8756-0ee1-11eb-b0e9-186590d21c4d,2,55,2,1007,5,5,19,1,992,9,6,1,1,2,6,4,0,a52c8ddc-0ee1-11eb-b0e9-186590d21c4d,1,1,3,0,3,54,636502,1
a52da3c0-0ee1-11eb-b0e9-186590d21c4d,1,34,2,1005,3,5,8,1,538,9,2,3,1,4,6,0,0,a52daa78-0ee1-11eb-b0e9-186590d21c4d,2,2,2,1,1,17,815606,1
a52eb544-0ee1-11eb-b0e9-186590d21c4d,2,62,1,1002,5,4,7,1,628,3,3,4,2,2,14,3,0,a52ebb98-0ee1-11eb-b0e9-186590d21c4d,2,4,4,1,4,44,1955365,1
a5300da4-0ee1-11eb-b0e9-186590d21c4d,1,53,1,1006,2,4,8,1,638,3,6,1,2,3,13,1,0,a53016b4-0ee1-11eb-b0e9-186590d21c4d,0,3,3,1,2,66,1374208,1
a5312aa4-0ee1-11eb-b0e9-186590d21c4d,1,33,1,1005,4,2,6,1,570,8,5,2,1,3,2,0,0,a5313134-0ee1-11eb-b0e9-186590d21c4d,0,4,4,1,3,47,1183076,1
a5325a3c-0ee1-11eb-b0e9-186590d21c4d,2,23,1,1000,1,4,6,1,739,5,8,3,1,3,2,0,0,a53260ea-0ee1-11eb-b0e9-186590d21c4d,1,2,1,1,2,19,1679966,1
a5336f94-0ee1-11eb-b0e9-186590d21c4d,2,35,1,1003,1,2,17,0,891,3,9,3,2,2,3,0,0,a53375fc-0ee1-11eb-b0e9-186590d21c4d,2,4,4,1,0,39,880932,1
a534aca6-0ee1-11eb-b0e9-186590d21c4d,3,64,2,1000,3,5,6,0,499,3,4,2,1,2,2,4,0,a534ba2a-0ee1-11eb-b0e9-186590d21c4d,0,4,3,0,3,41,1610622,1
a5363fd0-0ee1-11eb-b0e9-186590d21c4d,3,14,1,1004,1,4,9,1,159,9,1,3,1,3,10,0,0,a536473c-0ee1-11eb-b0e9-186590d21c4d,0,4,2,0,0,32,1142394,1
a5381530-0ee1-11eb-b0e9-186590d21c4d,3,95,1,1008,5,2,9,1,700,6,3,3,2,3,7,0,0,a5381d0a-0ee1-11eb-b0e9-186590d21c4d,0,1,1,0,2,69,1830554,0
a5394aea-0ee1-11eb-b0e9-186590d21c4d,1,35,2,1002,4,3,10,1,777,9,9,2,1,3,4,3,0,a53952f6-0ee1-11eb-b0e9-186590d21c4d,2,4,3,0,2,9,484790,1
a53a6b50-0ee1-11eb-b0e9-186590d21c4d,2,68,1,1003,1,1,13,0,593,4,7,1,1,4,5,0,0,a53a71e0-0ee1-11eb-b0e9-186590d21c4d,1,1,3,1,0,34,952266,1
a53b8c10-0ee1-11eb-b0e9-186590d21c4d,2,44,2,1008,4,1,3,1,119,9,2,1,2,1,2,1,0,a53b928c-0ee1-11eb-b0e9-186590d21c4d,0,2,1,1,1,48,1248369,0
a53ceaba-0ee1-11eb-b0e9-186590d21c4d,1,69,1,1008,2,5,15,1,498,5,8,4,1,2,3,1,0,a53cf186-0ee1-11eb-b0e9-186590d21c4d,0,2,3,0,0,28,654761,1
a53e2e66-0ee1-11eb-b0e9-186590d21c4d,2,68,2,1004,1,2,6,1,167,3,8,1,2,3,3,3,0,a53e34d8-0ee1-11eb-b0e9-186590d21c4d,1,1,1,1,4,36,348503,0
a53f681c-0ee1-11eb-b0e9-186590d21c4d,1,79,2,1002,1,5,9,1,554,2,4,3,2,4,8,3,0,a53f6ef2-0ee1-11eb-b0e9-186590d21c4d,0,1,1,0,0,4,83342,0
a540a042-0ee1-11eb-b0e9-186590d21c4d,1,91,2,1005,5,5,12,0,741,6,9,2,2,2,13,1,0,a540a722-0ee1-11eb-b0e9-186590d21c4d,2,3,3,1,2,56,1293315,1
a541df8e-0ee1-11eb-b0e9-186590d21c4d,2,16,1,1002,3,3,4,1,893,6,5,3,1,3,13,1,0,a541e682-0ee1-11eb-b0e9-186590d21c4d,0,4,3,0,1,53,1971062,1
a5432768-0ee1-11eb-b0e9-186590d21c4d,2,88,1,1003,5,3,4,1,709,1,2,4,1,2,12,0,0,a5432e02-0ee1-11eb-b0e9-186590d21c4d,0,1,2,0,1,12,1942207,0
a54479e2-0ee1-11eb-b0e9-186590d21c4d,3,66,2,1005,2,3,2,0,858,6,4,1,2,3,5,4,0,a544814e-0ee1-11eb-b0e9-186590d21c4d,1,4,3,0,1,79,1346746,1
a5459d72-0ee1-11eb-b0e9-186590d21c4d,3,86,2,1002,3,5,5,0,213,1,1,3,1,2,9,4,0,a545a4a2-0ee1-11eb-b0e9-186590d21c4d,2,3,2,1,2,22,1440374,0
a54751e4-0ee1-11eb-b0e9-186590d21c4d,2,29,1,1007,5,2,3,0,504,7,8,1,2,3,2,1,0,a54759dc-0ee1-11eb-b0e9-186590d21c4d,0,4,3,1,3,78,1444322,0
a5487c54-0ee1-11eb-b0e9-186590d21c4d,2,33,2,1003,5,5,2,0,524,5,4,2,2,4,1,2,0,a54882b2-0ee1-11eb-b0e9-186590d21c4d,1,1,2,0,1,83,1962270,1
a549e21a-0ee1-11eb-b0e9-186590d21c4d,2,78,2,1003,2,3,19,0,725,7,6,3,2,2,4,2,0,a549e8aa-0ee1-11eb-b0e9-186590d21c4d,1,1,1,1,0,28,1610791,0
a54b100e-0ee1-11eb-b0e9-186590d21c4d,3,17,2,1000,2,1,2,1,593,6,6,3,1,3,1,1,0,a54b16c6-0ee1-11eb-b0e9-186590d21c4d,0,1,2,0,2,30,1966257,0
a54c568a-0ee1-11eb-b0e9-186590d21c4d,3,63,2,1007,3,1,9,1,320,6,2,1,1,4,8,2,0,a54c5d7e-0ee1-11eb-b0e9-186590d21c4d,2,3,3,0,0,11,1411837,0
a54d81c2-0ee1-11eb-b0e9-186590d21c4d,2,46,1,1003,4,4,1,0,511,8,5,1,2,2,7,2,0,a54d8870-0ee1-11eb-b0e9-186590d21c4d,0,2,2,1,2,13,1384085,0
a54efd2c-0ee1-11eb-b0e9-186590d21c4d,2,91,2,1007,3,3,16,0,351,4,9,3,1,1,7,0,0,a54f066e-0ee1-11eb-b0e9-186590d21c4d,2,3,1,0,3,26,452241,1
a5503822-0ee1-11eb-b0e9-186590d21c4d,3,27,1,1007,4,2,16,0,556,2,8,3,1,1,3,0,0,a5503eb2-0ee1-11eb-b0e9-186590d21c4d,1,3,4,1,1,88,1568405,1
a5516bca-0ee1-11eb-b0e9-186590d21c4d,2,38,1,1004,2,2,19,1,168,5,3,3,2,2,2,2,0,a55172b4-0ee1-11eb-b0e9-186590d21c4d,0,1,2,0,4,83,82533,1
a552a9c2-0ee1-11eb-b0e9-186590d21c4d,3,51,1,1003,1,4,18,1,293,6,8,2,1,1,7,2,0,a552b138-0ee1-11eb-b0e9-186590d21c4d,2,3,2,0,0,64,1540842,1
a553f80e-0ee1-11eb-b0e9-186590d21c4d,3,20,2,1003,3,1,1,1,276,6,6,4,1,3,5,2,0,a553fef8-0ee1-11eb-b0e9-186590d21c4d,2,4,1,0,2,93,1005056,0
a55525a8-0ee1-11eb-b0e9-186590d21c4d,3,34,2,1004,4,4,15,0,821,9,6,2,1,4,9,3,0,a5552c88-0ee1-11eb-b0e9-186590d21c4d,1,1,1,1,4,30,1675764,0
a5566454-0ee1-11eb-b0e9-186590d21c4d,1,88,2,1004,3,3,8,1,367,9,1,3,1,1,12,1,0,a5566b66-0ee1-11eb-b0e9-186590d21c4d,2,2,1,1,3,61,410538,0
a557a242-0ee1-11eb-b0e9-186590d21c4d,1,45,1,1001,3,4,8,0,510,7,9,3,1,4,14,1,0,a557a922-0ee1-11eb-b0e9-186590d21c4d,2,2,3,1,1,4,1285284,1
a558d9c8-0ee1-11eb-b0e9-186590d21c4d,1,20,1,1006,4,1,18,0,121,7,7,1,1,1,11,1,0,a558e0b2-0ee1-11eb-b0e9-186590d21c4d,2,1,4,0,0,43,1009345,1
a55a1810-0ee1-11eb-b0e9-186590d21c4d,3,35,2,1002,1,4,12,1,628,2,8,2,2,2,4,2,0,a55a1f18-0ee1-11eb-b0e9-186590d21c4d,1,4,2,1,0,40,1187954,1
a55b7b6a-0ee1-11eb-b0e9-186590d21c4d,2,52,1,1003,1,1,5,1,587,2,9,4,2,3,6,2,0,a55b8272-0ee1-11eb-b0e9-186590d21c4d,1,1,1,1,0,69,522280,0
a55c8b90-0ee1-11eb-b0e9-186590d21c4d,3,61,2,1006,2,1,3,1,652,1,5,4,2,4,13,3,0,a55c9202-0ee1-11eb-b0e9-186590d21c4d,2,1,3,0,4,91,1364977,0
a55de31e-0ee1-11eb-b0e9-186590d21c4d,1,69,2,1004,3,1,10,1,558,9,8,3,2,1,1,3,0,a55de9f4-0ee1-11eb-b0e9-186590d21c4d,1,2,1,1,1,15,1631432,1
a55f1a7c-0ee1-11eb-b0e9-186590d21c4d,1,31,2,1006,1,1,9,1,256,2,2,3,2,4,6,3,0,a55f2120-0ee1-11eb-b0e9-186590d21c4d,1,2,1,0,0,91,1393016,1
a5606e4a-0ee1-11eb-b0e9-186590d21c4d,3,71,1,1005,2,3,6,1,346,4,2,3,2,4,2,2,0,a560766a-0ee1-11eb-b0e9-186590d21c4d,2,2,4,1,1,55,581928,1
a56194dc-0ee1-11eb-b0e9-186590d21c4d,2,63,1,1001,3,2,8,1,948,4,8,3,2,4,10,1,0,a5619b6c-0ee1-11eb-b0e9-186590d21c4d,1,2,4,1,2,47,673543,1
a563036c-0ee1-11eb-b0e9-186590d21c4d,2,82,1,1003,1,5,1,0,803,1,7,3,1,2,8,0,0,a5630b8c-0ee1-11eb-b0e9-186590d21c4d,1,2,2,1,0,30,439939,0
a5641f2c-0ee1-11eb-b0e9-186590d21c4d,3,19,1,1000,3,4,13,0,959,7,5,2,1,2,12,1,0,a56425c6-0ee1-11eb-b0e9-186590d21c4d,2,1,2,0,3,47,1606745,1
a565c50c-0ee1-11eb-b0e9-186590d21c4d,2,78,2,1007,1,4,10,1,100,5,8,4,1,1,7,2,0,a565cbd8-0ee1-11eb-b0e9-186590d21c4d,0,2,1,1,0,42,1380196,0
a56702aa-0ee1-11eb-b0e9-186590d21c4d,3,59,2,1003,4,1,5,1,207,7,3,4,1,1,7,2,0,a56709b2-0ee1-11eb-b0e9-186590d21c4d,2,3,1,1,4,66,77975,0
a5684610-0ee1-11eb-b0e9-186590d21c4d,3,29,2,1000,4,3,2,0,907,2,9,3,1,3,4,4,0,a5684d04-0ee1-11eb-b0e9-186590d21c4d,1,1,2,0,0,62,826809,0
a56976c0-0ee1-11eb-b0e9-186590d21c4d,1,52,1,1001,3,4,5,1,584,9,2,1,2,1,11,0,0,a5697e54-0ee1-11eb-b0e9-186590d21c4d,0,4,4,0,2,84,1312006,1
a56ac25a-0ee1-11eb-b0e9-186590d21c4d,1,26,2,1009,4,4,18,1,273,3,8,1,1,4,13,1,0,a56acbec-0ee1-11eb-b0e9-186590d21c4d,1,4,1,1,0,4,264370,1
a56c4fee-0ee1-11eb-b0e9-186590d21c4d,1,85,1,1006,4,1,10,0,523,1,8,2,2,3,11,1,0,a56c56f6-0ee1-11eb-b0e9-186590d21c4d,0,3,4,1,0,10,920974,1
a56da4d4-0ee1-11eb-b0e9-186590d21c4d,3,40,2,1006,5,4,18,0,499,3,1,4,1,1,14,4,0,a56dabf0-0ee1-11eb-b0e9-186590d21c4d,0,3,2,0,2,6,1971876,1
a56ecf58-0ee1-11eb-b0e9-186590d21c4d,3,77,2,1001,1,1,8,1,756,6,3,2,1,2,10,4,0,a56ed6f6-0ee1-11eb-b0e9-186590d21c4d,1,3,2,0,4,1,1738820,1
a57014da-0ee1-11eb-b0e9-186590d21c4d,3,35,2,1001,5,4,11,1,923,4,8,1,1,3,3,2,0,a5701e62-0ee1-11eb-b0e9-186590d21c4d,1,3,4,1,2,12,1061982,1
a5715250-0ee1-11eb-b0e9-186590d21c4d,3,62,1,1002,1,4,17,1,799,8,2,1,1,2,7,0,0,a571596c-0ee1-11eb-b0e9-186590d21c4d,1,2,3,0,0,50,1469057,0
a572ae20-0ee1-11eb-b0e9-186590d21c4d,2,76,2,1007,5,4,9,1,829,7,7,2,1,3,2,1,0,a572b528-0ee1-11eb-b0e9-186590d21c4d,2,1,4,0,1,75,1871448,1
a573d23c-0ee1-11eb-b0e9-186590d21c4d,3,58,2,1009,2,1,15,1,310,7,2,3,1,3,7,0,0,a573d8a4-0ee1-11eb-b0e9-186590d21c4d,1,3,1,0,0,61,1333182,0
a575402c-0ee1-11eb-b0e9-186590d21c4d,1,43,2,1003,3,3,1,1,103,1,7,4,2,3,11,3,0,a57546bc-0ee1-11eb-b0e9-186590d21c4d,1,4,3,1,1,77,1052381,0
a5765ebc-0ee1-11eb-b0e9-186590d21c4d,2,64,2,1005,1,1,5,0,256,4,5,2,1,4,8,0,0,a5766574-0ee1-11eb-b0e9-186590d21c4d,2,3,2,1,2,41,545639,0
a5778c60-0ee1-11eb-b0e9-186590d21c4d,3,47,1,1000,3,2,17,0,357,9,7,4,2,2,1,4,0,a577934a-0ee1-11eb-b0e9-186590d21c4d,1,3,3,1,3,95,7284,1
a578b824-0ee1-11eb-b0e9-186590d21c4d,1,72,1,1009,1,3,15,0,468,8,4,4,1,2,2,2,0,a578bfc2-0ee1-11eb-b0e9-186590d21c4d,2,4,1,0,4,45,571144,0
a57a4748-0ee1-11eb-b0e9-186590d21c4d,2,34,2,1002,2,3,17,1,560,5,4,1,2,4,2,3,0,a57a4e82-0ee1-11eb-b0e9-186590d21c4d,2,4,1,1,4,64,459905,1
a57b69a2-0ee1-11eb-b0e9-186590d21c4d,3,38,2,1002,3,3,1,1,923,7,4,2,2,1,13,3,0,a57b7028-0ee1-11eb-b0e9-186590d21c4d,2,1,1,1,2,84,697333,0
a57cb6ae-0ee1-11eb-b0e9-186590d21c4d,2,14,2,1000,4,1,11,0,602,2,9,1,1,2,3,4,0,a57cbd7a-0ee1-11eb-b0e9-186590d21c4d,2,2,3,1,0,51,424362,0
a57df85c-0ee1-11eb-b0e9-186590d21c4d,1,56,2,1004,1,1,10,0,527,4,3,2,1,2,7,4,0,a57e0040-0ee1-11eb-b0e9-186590d21c4d,2,4,4,1,0,90,615729,0
a57f6cb4-0ee1-11eb-b0e9-186590d21c4d,2,62,2,1007,4,4,6,1,303,3,3,4,2,2,3,2,0,a57f7448-0ee1-11eb-b0e9-186590d21c4d,2,2,4,0,4,20,410948,1
a5809ddc-0ee1-11eb-b0e9-186590d21c4d,3,39,2,1000,4,4,12,1,336,7,4,1,1,2,10,0,0,a580a502-0ee1-11eb-b0e9-186590d21c4d,2,4,2,1,4,41,1154839,0
a581dfda-0ee1-11eb-b0e9-186590d21c4d,1,45,1,1006,5,2,9,1,236,6,7,4,1,4,14,2,0,a581e6e2-0ee1-11eb-b0e9-186590d21c4d,2,3,4,1,3,91,1429481,1
a5830df6-0ee1-11eb-b0e9-186590d21c4d,1,24,2,1002,1,3,4,0,938,4,4,3,1,4,6,0,0,a58314a4-0ee1-11eb-b0e9-186590d21c4d,2,4,1,1,0,98,840774,0
a5846174-0ee1-11eb-b0e9-186590d21c4d,2,65,2,1003,5,4,18,0,138,6,9,2,1,3,8,0,0,a5846930-0ee1-11eb-b0e9-186590d21c4d,2,3,2,0,1,12,1835862,1
a5859436-0ee1-11eb-b0e9-186590d21c4d,1,58,2,1006,2,5,10,0,194,4,4,3,2,1,5,3,0,a5859b48-0ee1-11eb-b0e9-186590d21c4d,0,1,4,1,0,31,1209076,1
a586d486-0ee1-11eb-b0e9-186590d21c4d,1,65,2,1001,2,1,4,1,953,3,4,4,2,1,14,1,0,a586dba2-0ee1-11eb-b0e9-186590d21c4d,0,3,4,1,0,37,1144666,0
a588174c-0ee1-11eb-b0e9-186590d21c4d,1,43,1,1008,2,4,1,1,778,5,7,2,2,3,12,1,0,a5881e18-0ee1-11eb-b0e9-186590d21c4d,0,3,1,1,2,63,369142,0
a589558a-0ee1-11eb-b0e9-186590d21c4d,1,50,1,1005,5,3,3,1,520,3,1,1,2,2,13,1,0,a5895c4c-0ee1-11eb-b0e9-186590d21c4d,1,4,2,1,0,89,207464,1
a58a877a-0ee1-11eb-b0e9-186590d21c4d,1,47,1,1000,4,5,5,0,874,4,8,4,2,1,2,4,0,a58a8e3c-0ee1-11eb-b0e9-186590d21c4d,0,4,3,0,3,21,1684663,1
a58bd788-0ee1-11eb-b0e9-186590d21c4d,1,49,1,1007,3,1,7,1,418,2,5,2,1,2,8,0,0,a58bdf58-0ee1-11eb-b0e9-186590d21c4d,2,3,1,1,0,4,897510,1
a58d046e-0ee1-11eb-b0e9-186590d21c4d,1,18,2,1001,5,2,14,1,853,1,9,3,2,3,7,3,0,a58d0ad6-0ee1-11eb-b0e9-186590d21c4d,1,1,3,0,2,22,956768,1
a58e4eaa-0ee1-11eb-b0e9-186590d21c4d,1,74,1,1004,5,3,4,1,487,7,7,3,2,2,6,3,0,a58e55d0-0ee1-11eb-b0e9-186590d21c4d,0,4,3,1,1,61,610145,0
a58f89fa-0ee1-11eb-b0e9-186590d21c4d,3,83,2,1007,1,2,19,0,614,1,1,4,2,4,13,4,0,a58f9260-0ee1-11eb-b0e9-186590d21c4d,2,3,3,0,2,54,1187423,1
a590fe98-0ee1-11eb-b0e9-186590d21c4d,3,40,2,1001,1,1,3,0,396,4,3,3,2,4,2,4,0,a5910ae6-0ee1-11eb-b0e9-186590d21c4d,0,2,2,0,2,33,1638044,0
a5923416-0ee1-11eb-b0e9-186590d21c4d,2,46,2,1006,2,3,3,1,644,6,8,4,2,3,11,0,0,a5923ace-0ee1-11eb-b0e9-186590d21c4d,2,3,2,0,1,50,1615710,0
a5937434-0ee1-11eb-b0e9-186590d21c4d,1,42,1,1002,4,4,14,1,674,8,4,3,2,2,8,4,0,a5937c0e-0ee1-11eb-b0e9-186590d21c4d,0,1,1,1,2,34,913079,1
a5949ecc-0ee1-11eb-b0e9-186590d21c4d,3,23,2,1002,3,1,10,1,756,8,9,1,2,4,5,0,0,a594a552-0ee1-11eb-b0e9-186590d21c4d,2,3,3,1,1,7,1846066,0
a595c13a-0ee1-11eb-b0e9-186590d21c4d,1,49,2,1009,2,1,16,1,880,5,1,3,2,2,13,3,0,a595c7f2-0ee1-11eb-b0e9-186590d21c4d,1,1,3,1,0,90,947551,0
a596e66e-0ee1-11eb-b0e9-186590d21c4d,1,94,1,1003,5,4,1,1,390,7,6,2,1,2,9,0,0,a596ed08-0ee1-11eb-b0e9-186590d21c4d,2,2,4,1,0,4,391817,0
a5981ff2-0ee1-11eb-b0e9-186590d21c4d,3,94,2,1005,1,5,8,0,200,8,7,1,2,4,4,1,0,a5982902-0ee1-11eb-b0e9-186590d21c4d,2,2,3,1,1,17,13142,0
a59a2a2c-0ee1-11eb-b0e9-186590d21c4d,3,91,2,1004,2,2,6,0,612,9,7,3,1,2,6,2,0,a59a3828-0ee1-11eb-b0e9-186590d21c4d,2,2,1,0,0,96,1367583,1
a59b91dc-0ee1-11eb-b0e9-186590d21c4d,1,81,1,1007,3,4,9,1,792,8,8,1,1,2,12,4,0,a59b9934-0ee1-11eb-b0e9-186590d21c4d,0,1,2,1,2,76,1453149,0
a59cbc9c-0ee1-11eb-b0e9-186590d21c4d,2,44,2,1003,3,4,17,0,551,2,5,4,2,2,5,0,0,a59ccade-0ee1-11eb-b0e9-186590d21c4d,0,1,3,1,2,56,1283123,1
a59e246a-0ee1-11eb-b0e9-186590d21c4d,1,67,1,1000,4,1,2,1,314,2,4,4,2,1,1,4,0,a59e2c12-0ee1-11eb-b0e9-186590d21c4d,2,2,1,0,3,98,806003,0
