SignUpId,CreditCard,Age,Gender,RegionCode,DeviceType,NoOfDevicesUsed,HoursPerDay,isPremiumserviceUsed,keyPress,NoShowsWatched,EoFEvents,EmptySearchResults,Wifi/MobileData,WatchSession,RecommendationSuccess,ExtenstionofTrails,GlobalEvent,DetectedMAC,ProfiledAge,WeekOfMonth,MostActiveTimeofDayForDataUsage,VPN,DownloadHistory,NoConnectedDevicesinHome,CostOfDevices,BoughtMembership
bc1afdb8-0f6c-11eb-b477-186590d21c4d,2,69,1,1006,1,3,16,0,387,3,8,4,1,2,7,4,0,bc1b0646-0f6c-11eb-b477-186590d21c4d,1,3,1,1,0,1,270692,0
bc1c4f06-0f6c-11eb-b477-186590d21c4d,2,22,1,1000,4,5,5,1,542,4,5,2,2,2,7,0,1,bc1c541a-0f6c-11eb-b477-186590d21c4d,1,3,1,1,1,52,1146904,1
bc1db544-0f6c-11eb-b477-186590d21c4d,1,45,2,1004,2,4,1,0,517,8,8,2,1,3,9,4,0,bc1dbad0-0f6c-11eb-b477-186590d21c4d,1,3,3,0,3,89,358304,0
bc1edffa-0f6c-11eb-b477-186590d21c4d,1,39,2,1007,2,3,2,0,823,6,7,1,2,1,12,0,1,bc1ee5c2-0f6c-11eb-b477-186590d21c4d,1,2,4,0,4,56,474090,0
bc20563c-0f6c-11eb-b477-186590d21c4d,1,83,1,1005,2,4,6,1,992,2,8,1,1,1,12,1,0,bc205bc8-0f6c-11eb-b477-186590d21c4d,1,1,2,1,4,15,1796764,0
bc217634-0f6c-11eb-b477-186590d21c4d,1,31,1,1005,1,3,9,0,432,1,4,4,2,4,13,2,1,bc217cce-0f6c-11eb-b477-186590d21c4d,1,3,4,1,0,81,524962,0
bc22c5e8-0f6c-11eb-b477-186590d21c4d,1,95,2,1008,5,4,15,1,751,6,8,1,2,2,8,1,1,bc22cb38-0f6c-11eb-b477-186590d21c4d,1,3,1,0,0,24,549834,1
bc23db18-0f6c-11eb-b477-186590d21c4d,1,82,2,1005,3,2,12,0,529,6,8,2,1,2,3,0,0,bc23e05e-0f6c-11eb-b477-186590d21c4d,1,4,4,1,3,84,1741167,0
bc250eca-0f6c-11eb-b477-186590d21c4d,1,69,2,1006,5,3,12,0,773,8,8,4,2,2,2,4,1,bc251438-0f6c-11eb-b477-186590d21c4d,1,3,4,1,3,96,1309183,0
bc2639ee-0f6c-11eb-b477-186590d21c4d,2,38,1,1002,2,2,10,0,747,4,7,2,2,3,7,1,1,bc263f16-0f6c-11eb-b477-186590d21c4d,1,3,3,1,3,24,366906,1
bc274f0a-0f6c-11eb-b477-186590d21c4d,0,16,2,1007,3,5,18,1,913,4,6,2,1,1,12,1,0,bc275446-0f6c-11eb-b477-186590d21c4d,2,2,4,1,1,61,139166,0
bc285c6a-0f6c-11eb-b477-186590d21c4d,3,34,1,1000,5,1,12,1,327,8,5,3,2,3,3,0,1,bc2861ce-0f6c-11eb-b477-186590d21c4d,1,3,2,1,3,34,1795901,1
bc29654c-0f6c-11eb-b477-186590d21c4d,1,30,2,1007,2,4,16,1,918,6,5,2,1,2,3,4,0,bc296b78-0f6c-11eb-b477-186590d21c4d,1,4,2,1,3,3,1324485,0
bc2a7720-0f6c-11eb-b477-186590d21c4d,3,73,2,1006,1,2,19,0,498,9,8,4,2,2,4,1,1,bc2a7ba8-0f6c-11eb-b477-186590d21c4d,1,3,2,0,1,30,1736670,1
bc2b8e80-0f6c-11eb-b477-186590d21c4d,3,87,1,1001,2,3,7,1,213,9,8,4,2,2,1,0,1,bc2b93a8-0f6c-11eb-b477-186590d21c4d,1,3,2,0,0,33,392121,1
bc2c9a5a-0f6c-11eb-b477-186590d21c4d,1,70,2,1005,3,2,9,1,504,9,8,4,2,3,3,0,1,bc2c9eec-0f6c-11eb-b477-186590d21c4d,1,3,3,0,3,37,735210,1
bc2dc56a-0f6c-11eb-b477-186590d21c4d,3,47,2,1007,2,3,4,0,799,2,8,1,1,2,12,1,0,bc2dca74-0f6c-11eb-b477-186590d21c4d,1,1,1,1,2,60,1326479,0
bc2ed55e-0f6c-11eb-b477-186590d21c4d,0,17,1,1004,2,2,9,1,684,9,4,2,2,2,13,0,1,bc2ed9f0-0f6c-11eb-b477-186590d21c4d,0,3,1,0,1,49,218095,1
bc2fe368-0f6c-11eb-b477-186590d21c4d,1,21,1,1003,4,4,5,1,457,1,9,4,2,4,3,1,1,bc2fe89a-0f6c-11eb-b477-186590d21c4d,1,3,3,0,2,94,205915,1
bc31081a-0f6c-11eb-b477-186590d21c4d,1,98,1,1004,1,2,4,0,126,6,8,3,2,3,11,0,1,bc311134-0f6c-11eb-b477-186590d21c4d,1,3,2,0,2,95,63138,1
bc32427a-0f6c-11eb-b477-186590d21c4d,3,55,1,1006,1,5,4,0,431,2,8,2,2,1,10,1,1,bc324748-0f6c-11eb-b477-186590d21c4d,1,3,4,0,2,93,1798232,1
bc334cf6-0f6c-11eb-b477-186590d21c4d,1,20,1,1006,5,4,1,1,226,4,3,1,1,4,6,4,1,bc335214-0f6c-11eb-b477-186590d21c4d,0,4,3,1,0,17,1228978,0
bc3458bc-0f6c-11eb-b477-186590d21c4d,2,64,2,1005,3,4,16,1,783,2,8,1,2,1,13,1,1,bc345d4e-0f6c-11eb-b477-186590d21c4d,1,3,1,0,1,80,1349130,1
bc356d9c-0f6c-11eb-b477-186590d21c4d,2,87,1,1006,5,3,5,1,843,3,8,4,1,3,12,2,1,bc3572ec-0f6c-11eb-b477-186590d21c4d,1,3,1,1,3,6,1321359,0
bc368bd2-0f6c-11eb-b477-186590d21c4d,1,22,1,1005,4,2,17,1,354,1,6,1,1,3,1,3,0,bc369118-0f6c-11eb-b477-186590d21c4d,1,1,1,0,0,94,8937,0
bc3797a2-0f6c-11eb-b477-186590d21c4d,3,32,1,1000,4,1,13,0,517,3,6,1,2,1,7,0,1,bc379ca2-0f6c-11eb-b477-186590d21c4d,1,3,3,1,4,80,1960406,1
bc38aac0-0f6c-11eb-b477-186590d21c4d,3,82,1,1003,1,4,15,0,357,1,8,4,1,2,11,2,1,bc38afc0-0f6c-11eb-b477-186590d21c4d,1,1,1,1,0,13,1221450,0
bc39ab1e-0f6c-11eb-b477-186590d21c4d,3,37,2,1008,1,2,12,1,816,3,7,1,1,3,6,2,0,bc39b06e-0f6c-11eb-b477-186590d21c4d,1,3,1,1,4,78,1204864,0
bc3ad5ac-0f6c-11eb-b477-186590d21c4d,1,21,1,1004,4,5,14,1,790,6,3,2,2,4,5,1,1,bc3adaa2-0f6c-11eb-b477-186590d21c4d,1,3,3,1,2,92,1860537,1
bc3be9a6-0f6c-11eb-b477-186590d21c4d,0,17,2,1002,5,3,7,1,742,8,6,4,1,2,9,3,1,bc3bef14-0f6c-11eb-b477-186590d21c4d,2,4,2,1,1,90,1473546,0
bc3d03b8-0f6c-11eb-b477-186590d21c4d,1,28,2,1009,5,4,6,1,538,4,1,1,2,1,3,1,1,bc3d084a-0f6c-11eb-b477-186590d21c4d,1,3,3,1,2,30,964839,1
bc3e0b46-0f6c-11eb-b477-186590d21c4d,1,59,1,1005,4,5,8,0,575,5,8,2,2,3,10,1,1,bc3e0fc4-0f6c-11eb-b477-186590d21c4d,1,3,2,1,2,93,657871,1
bc3f1324-0f6c-11eb-b477-186590d21c4d,3,39,2,1000,3,1,3,1,421,6,8,3,2,4,14,4,1,bc3f189c-0f6c-11eb-b477-186590d21c4d,1,2,1,0,1,57,284083,0
bc40258e-0f6c-11eb-b477-186590d21c4d,0,14,2,1009,4,3,2,1,185,8,8,4,2,1,1,1,1,bc402a34-0f6c-11eb-b477-186590d21c4d,1,3,3,1,2,33,787466,1
bc412b96-0f6c-11eb-b477-186590d21c4d,2,30,1,1001,2,5,17,0,993,7,2,2,1,2,11,4,0,bc4130fa-0f6c-11eb-b477-186590d21c4d,1,4,4,1,3,35,158041,0
bc423a04-0f6c-11eb-b477-186590d21c4d,3,90,2,1007,5,2,14,1,737,6,8,4,2,4,10,3,1,bc423f0e-0f6c-11eb-b477-186590d21c4d,1,2,2,1,1,36,1010764,0
bc434584-0f6c-11eb-b477-186590d21c4d,3,26,2,1005,2,3,2,1,517,8,2,4,2,3,11,3,0,bc434a8e-0f6c-11eb-b477-186590d21c4d,1,1,2,1,1,81,26373,0
bc444e70-0f6c-11eb-b477-186590d21c4d,3,68,1,1002,3,2,4,1,854,6,8,4,2,2,2,2,0,bc44537a-0f6c-11eb-b477-186590d21c4d,1,3,4,0,4,31,1005803,0
bc4559fa-0f6c-11eb-b477-186590d21c4d,2,23,1,1002,2,3,11,1,489,8,7,4,1,1,8,0,0,bc455f04-0f6c-11eb-b477-186590d21c4d,1,1,2,0,1,85,1186081,0
bc466250-0f6c-11eb-b477-186590d21c4d,3,92,1,1006,5,4,14,1,659,9,8,2,2,2,4,0,1,bc4667be-0f6c-11eb-b477-186590d21c4d,1,2,2,0,2,19,195208,0
bc477168-0f6c-11eb-b477-186590d21c4d,2,80,2,1004,1,2,17,1,398,4,8,1,2,4,6,3,1,bc477712-0f6c-11eb-b477-186590d21c4d,1,4,3,1,4,46,1981550,0
bc487dba-0f6c-11eb-b477-186590d21c4d,2,73,2,1005,1,2,9,0,359,8,8,4,2,4,10,0,1,bc488242-0f6c-11eb-b477-186590d21c4d,1,3,2,1,2,82,1082360,1
bc49b0a4-0f6c-11eb-b477-186590d21c4d,0,14,2,1004,3,3,15,1,160,3,5,3,2,3,5,1,1,bc49b838-0f6c-11eb-b477-186590d21c4d,0,3,1,0,0,45,1797778,1
bc4ae8ca-0f6c-11eb-b477-186590d21c4d,3,71,1,1009,5,2,17,1,655,1,8,3,2,2,5,2,1,bc4aeed8-0f6c-11eb-b477-186590d21c4d,1,1,2,1,4,2,269112,0
bc4c26cc-0f6c-11eb-b477-186590d21c4d,3,55,1,1006,4,3,8,0,800,1,8,3,2,2,1,1,1,bc4c2b7c-0f6c-11eb-b477-186590d21c4d,1,3,4,0,0,30,333443,1
bc4d39a4-0f6c-11eb-b477-186590d21c4d,2,95,2,1004,1,4,10,0,173,7,8,3,1,4,14,2,1,bc4d3ed6-0f6c-11eb-b477-186590d21c4d,1,2,3,1,4,32,192623,0
bc4e4768-0f6c-11eb-b477-186590d21c4d,1,85,1,1006,5,5,15,0,186,7,8,3,2,4,2,4,0,bc4e4e0c-0f6c-11eb-b477-186590d21c4d,1,3,3,0,1,17,1680706,0
bc4f7c64-0f6c-11eb-b477-186590d21c4d,0,16,2,1007,3,1,18,1,960,9,6,4,2,4,10,2,0,bc4f81e6-0f6c-11eb-b477-186590d21c4d,2,4,2,1,3,52,293998,0
bc508afa-0f6c-11eb-b477-186590d21c4d,2,35,1,1007,3,3,19,0,130,8,6,2,2,2,4,0,1,bc508ff0-0f6c-11eb-b477-186590d21c4d,1,3,1,1,3,87,720438,1
bc519e18-0f6c-11eb-b477-186590d21c4d,3,33,2,1007,5,5,1,1,372,7,8,1,2,4,5,0,1,bc51a2fa-0f6c-11eb-b477-186590d21c4d,1,3,1,1,2,76,1909459,1
bc52ad4e-0f6c-11eb-b477-186590d21c4d,3,51,2,1008,4,4,9,1,178,3,8,4,2,1,9,1,1,bc52b51e-0f6c-11eb-b477-186590d21c4d,1,3,2,1,2,62,1396392,1
bc53bdc4-0f6c-11eb-b477-186590d21c4d,1,57,2,1006,1,1,3,0,287,8,8,3,2,2,8,2,1,bc53c2ce-0f6c-11eb-b477-186590d21c4d,1,2,3,1,2,60,41395,0
bc54c534-0f6c-11eb-b477-186590d21c4d,0,14,1,1003,5,5,13,1,430,8,4,1,2,1,3,1,1,bc54c9c6-0f6c-11eb-b477-186590d21c4d,2,3,2,1,0,84,1431014,1
bc55d1e0-0f6c-11eb-b477-186590d21c4d,2,41,2,1001,5,1,8,1,680,3,8,3,1,2,1,3,1,bc55d88e-0f6c-11eb-b477-186590d21c4d,1,2,1,0,4,41,905265,0
bc56e8be-0f6c-11eb-b477-186590d21c4d,2,72,2,1005,2,1,14,1,183,5,8,3,2,2,14,0,1,bc56ed46-0f6c-11eb-b477-186590d21c4d,1,3,2,0,0,49,1637732,1
bc57f8f8-0f6c-11eb-b477-186590d21c4d,3,81,1,1007,3,2,14,0,100,7,8,2,2,3,3,0,1,bc57fe52-0f6c-11eb-b477-186590d21c4d,1,3,1,1,4,64,1764018,1
bc590fea-0f6c-11eb-b477-186590d21c4d,1,91,2,1008,4,3,8,0,401,7,8,3,2,1,12,1,0,bc591594-0f6c-11eb-b477-186590d21c4d,1,2,2,0,0,86,1047476,0
bc5a4540-0f6c-11eb-b477-186590d21c4d,3,30,1,1000,1,5,13,1,358,7,6,1,2,1,6,1,1,bc5a4aea-0f6c-11eb-b477-186590d21c4d,1,3,3,0,3,29,1422663,1
bc5b5908-0f6c-11eb-b477-186590d21c4d,2,37,2,1001,1,2,17,0,400,5,7,3,2,2,1,1,1,bc5b601a-0f6c-11eb-b477-186590d21c4d,1,3,1,0,1,71,1195244,1
bc5c6db6-0f6c-11eb-b477-186590d21c4d,1,86,1,1007,1,3,13,0,196,4,8,1,2,1,7,0,1,bc5c725c-0f6c-11eb-b477-186590d21c4d,1,3,4,1,2,19,116101,1
bc5d7cb0-0f6c-11eb-b477-186590d21c4d,1,50,1,1002,2,5,15,1,514,3,8,1,2,1,10,1,1,bc5d812e-0f6c-11eb-b477-186590d21c4d,1,3,4,0,2,77,1500914,1
bc5e8cf4-0f6c-11eb-b477-186590d21c4d,2,77,1,1004,3,5,6,1,340,6,8,3,2,4,7,1,1,bc5e9186-0f6c-11eb-b477-186590d21c4d,1,3,2,0,3,24,676067,1
bc5fac60-0f6c-11eb-b477-186590d21c4d,1,96,2,1004,4,3,14,1,524,6,8,4,2,3,6,0,1,bc5fb138-0f6c-11eb-b477-186590d21c4d,1,3,3,1,1,84,789481,1
bc60c10e-0f6c-11eb-b477-186590d21c4d,1,62,1,1000,5,1,7,0,718,3,8,4,1,4,4,1,1,bc60c64a-0f6c-11eb-b477-186590d21c4d,1,2,3,0,0,58,129539,0
bc61d1f2-0f6c-11eb-b477-186590d21c4d,0,17,1,1008,2,3,2,1,452,8,6,4,2,2,8,1,1,bc61d670-0f6c-11eb-b477-186590d21c4d,2,3,3,0,1,73,212522,1
bc62d7b4-0f6c-11eb-b477-186590d21c4d,1,55,2,1002,3,3,9,0,917,5,8,3,2,2,9,0,1,bc62e006-0f6c-11eb-b477-186590d21c4d,1,3,1,1,1,12,1689354,1
bc63e0fa-0f6c-11eb-b477-186590d21c4d,1,93,1,1008,2,2,19,0,221,2,8,1,2,4,6,2,0,bc63e618-0f6c-11eb-b477-186590d21c4d,1,4,4,1,2,79,720508,0
bc64f030-0f6c-11eb-b477-186590d21c4d,3,32,1,1000,1,1,5,1,540,3,9,3,1,3,8,0,0,bc64f580-0f6c-11eb-b477-186590d21c4d,1,3,3,0,3,60,1341919,0
bc65ff34-0f6c-11eb-b477-186590d21c4d,2,58,1,1001,4,2,5,0,227,8,8,3,1,4,9,0,0,bc660434-0f6c-11eb-b477-186590d21c4d,1,4,4,1,3,38,1807312,0
bc6710ea-0f6c-11eb-b477-186590d21c4d,3,29,1,1007,2,3,4,1,274,3,3,3,1,2,9,2,0,bc6715fe-0f6c-11eb-b477-186590d21c4d,1,4,4,1,3,6,1910849,0
bc682304-0f6c-11eb-b477-186590d21c4d,3,27,2,1000,5,1,3,1,433,2,9,4,1,1,12,2,0,bc6828e0-0f6c-11eb-b477-186590d21c4d,1,3,3,0,3,81,1697247,0
bc6956de-0f6c-11eb-b477-186590d21c4d,1,91,1,1002,2,4,14,0,277,7,8,4,2,2,6,1,1,bc695b98-0f6c-11eb-b477-186590d21c4d,1,3,4,1,4,76,322276,1
bc6a965c-0f6c-11eb-b477-186590d21c4d,3,57,2,1004,5,4,1,1,219,1,8,3,2,4,3,0,1,bc6a9ada-0f6c-11eb-b477-186590d21c4d,1,3,4,1,3,40,1912051,1
bc6ba33a-0f6c-11eb-b477-186590d21c4d,3,55,2,1008,2,2,13,0,684,9,8,2,2,2,2,0,1,bc6ba858-0f6c-11eb-b477-186590d21c4d,1,3,2,0,0,40,621605,1
bc6ca8e8-0f6c-11eb-b477-186590d21c4d,3,30,1,1005,5,1,5,1,290,6,3,3,1,1,8,0,0,bc6cae38-0f6c-11eb-b477-186590d21c4d,1,2,4,1,3,44,730703,0
bc6db210-0f6c-11eb-b477-186590d21c4d,2,55,1,1001,2,1,8,1,495,2,8,3,2,1,11,3,0,bc6db710-0f6c-11eb-b477-186590d21c4d,1,1,3,1,0,96,1220822,0
bc6ec718-0f6c-11eb-b477-186590d21c4d,3,22,1,1002,3,3,12,1,445,6,4,3,2,4,6,1,1,bc6ecbb4-0f6c-11eb-b477-186590d21c4d,1,3,4,1,2,72,1970060,1
bc6fdb44-0f6c-11eb-b477-186590d21c4d,2,67,2,1002,2,2,14,0,317,5,8,4,2,3,5,1,1,bc6fdffe-0f6c-11eb-b477-186590d21c4d,1,3,4,1,3,49,1973011,1
bc71044c-0f6c-11eb-b477-186590d21c4d,3,55,1,1001,3,4,17,0,786,3,8,2,1,4,13,4,0,bc7109d8-0f6c-11eb-b477-186590d21c4d,1,1,3,1,0,50,842281,0
bc722b1a-0f6c-11eb-b477-186590d21c4d,3,34,2,1008,4,2,14,0,268,2,8,2,2,3,10,4,1,bc7230ba-0f6c-11eb-b477-186590d21c4d,1,1,1,0,1,81,1547683,0
bc733834-0f6c-11eb-b477-186590d21c4d,2,58,1,1001,5,2,11,0,334,4,8,1,1,3,2,4,1,bc733d70-0f6c-11eb-b477-186590d21c4d,1,3,4,0,1,38,1351802,0
bc743ee6-0f6c-11eb-b477-186590d21c4d,3,35,1,1002,2,2,11,0,597,5,5,2,2,1,3,0,1,bc7443be-0f6c-11eb-b477-186590d21c4d,1,3,2,1,4,21,220339,1
